,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address
11537,-118.0,33.76,26.0,1876.0,455.0,1499.0,436.0,2.925,176000.0,<1H OCEAN,"13911, Iowa Street, Westminster, Orange County, California, 92683, United States"
11538,-118.01,33.75,30.0,3380.0,722.0,2269.0,652.0,4.525,186000.0,<1H OCEAN,"6822, Sowell Avenue, Westminster, Orange County, California, 92683, United States"
11539,-118.0,33.75,26.0,1382.0,387.0,1977.0,368.0,2.7589,137500.0,<1H OCEAN,"7455, Fenwick Lane, Westminster, Orange County, California, 92683, United States"
11540,-118.0,33.74,25.0,2767.0,346.0,1148.0,372.0,6.394,316700.0,<1H OCEAN,"15332, Vermont Street, Westminster, Orange County, California, 92683, United States"
11541,-118.02,33.76,27.0,2905.0,587.0,1781.0,561.0,4.25,214800.0,<1H OCEAN,"13900, Milton Avenue, Westminster, Orange County, California, 92683, United States"
11542,-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,231200.0,<1H OCEAN,"14661, Belmar Circle, Huntington Beach, Orange County, California, 92647, United States"
11543,-118.03,33.76,25.0,4650.0,849.0,2503.0,790.0,5.742,221900.0,<1H OCEAN,"5711, Hamlet Way, Westminster, Orange County, California, 92683, United States"
11544,-118.04,33.76,16.0,2070.0,263.0,878.0,297.0,7.0879,338800.0,<1H OCEAN,"5141, Hartford Way, Westminster, Orange County, California, 92683, United States"
11545,-118.04,33.75,16.0,3757.0,650.0,1291.0,614.0,5.2001,235600.0,<1H OCEAN,"Rancho Road, Westminster, Orange County, California, 90683, United States"
11546,-118.04,33.74,26.0,2532.0,421.0,1274.0,441.0,5.3559,235800.0,<1H OCEAN,"5093, Tasman Drive, Huntington Beach, Orange County, California, 92649, United States"
11547,-118.02,33.74,26.0,3842.0,609.0,1961.0,595.0,6.128,248200.0,<1H OCEAN,"6295, Tyndall Drive, Huntington Beach, Orange County, California, 92647, United States"
11548,-118.02,33.73,26.0,3711.0,610.0,1902.0,597.0,5.5599,234100.0,<1H OCEAN,"Edinger Avenue, Huntington Beach, Orange County, California, 92647, United States"
11549,-118.01,33.74,25.0,8110.0,1264.0,3613.0,1232.0,6.0609,264900.0,<1H OCEAN,"15327, Flintridge Lane, Huntington Beach, Orange County, California, 92647, United States"
11550,-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,180000.0,<1H OCEAN,"14642, Riata Street, Westminster, Orange County, California, 92655, United States"
11551,-117.98,33.75,37.0,1264.0,274.0,783.0,273.0,3.3438,199600.0,<1H OCEAN,"14642, Riata Street, Westminster, Orange County, California, 92655, United States"
11552,-117.99,33.75,30.0,1859.0,462.0,1314.0,418.0,3.0909,184400.0,<1H OCEAN,"Beach Boulevard, Westminster, Orange County, California, 92644, United States"
11553,-117.98,33.74,29.0,3443.0,635.0,2257.0,620.0,4.7404,207500.0,<1H OCEAN,"15322, Balboa Street, Westminster, Orange County, California, 92683, United States"
11554,-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,240000.0,<1H OCEAN,"15321, Beach Boulevard, Westminster, Orange County, California, 92655, United States"
11555,-117.98,33.74,16.0,4636.0,908.0,2341.0,825.0,4.4261,304700.0,<1H OCEAN,"15322, Balboa Street, Westminster, Orange County, California, 92683, United States"
11556,-117.99,33.73,17.0,5239.0,1045.0,2440.0,985.0,4.375,248100.0,<1H OCEAN,"7942, Edinger Avenue, Boulevard Gardens, Huntington Beach, Orange County, California, 92647, United States"
11557,-117.98,33.73,22.0,4232.0,624.0,2408.0,660.0,6.6539,284900.0,<1H OCEAN,"8561, Vogel Avenue, Westminster, Orange County, California, 92683, United States"
11558,-117.99,33.77,29.0,1312.0,267.0,922.0,255.0,3.1902,202400.0,<1H OCEAN,"13246, Beach Terrace Drive, Koreatown, Garden Grove, Orange County, California, 92844, United States"
11559,-117.98,33.76,28.0,3215.0,652.0,2066.0,636.0,4.0194,197400.0,<1H OCEAN,"8552, Lomay Avenue, Garden Grove, Orange County, California, 92844, United States"
11560,-117.99,33.76,30.0,1572.0,362.0,1351.0,359.0,3.369,190900.0,<1H OCEAN,"7935, 18th Street, Westminster, Orange County, California, 92683, United States"
11561,-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439,177700.0,<1H OCEAN,"7935, 18th Street, Westminster, Orange County, California, 92683, United States"
11562,-117.99,33.75,22.0,3024.0,754.0,2357.0,743.0,3.3125,191800.0,<1H OCEAN,"Beach Boulevard, Westminster, Orange County, California, 92644, United States"
11563,-117.98,33.76,23.0,1553.0,518.0,1988.0,474.0,2.1375,150000.0,<1H OCEAN,"8552, Lomay Avenue, Garden Grove, Orange County, California, 92844, United States"
11564,-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,192500.0,<1H OCEAN,"8552, Lomay Avenue, Garden Grove, Orange County, California, 92844, United States"
11565,-117.98,33.75,27.0,2343.0,415.0,1537.0,426.0,5.1345,210600.0,<1H OCEAN,"14642, Riata Street, Westminster, Orange County, California, 92655, United States"
11566,-118.02,33.77,34.0,2115.0,352.0,1253.0,338.0,5.1507,207500.0,<1H OCEAN,"6311, Kiowa Road, Westminster, Orange County, California, 92683, United States"
11567,-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,211500.0,<1H OCEAN,"6311, Kiowa Road, Westminster, Orange County, California, 92683, United States"
11568,-118.02,33.76,25.0,1759.0,404.0,1404.0,385.0,3.6289,195800.0,<1H OCEAN,"13900, Milton Avenue, Westminster, Orange County, California, 92683, United States"
11569,-118.01,33.77,33.0,1387.0,238.0,890.0,264.0,5.422,204100.0,<1H OCEAN,"Fryberger Elementary School, Hood Drive, Westminster, Orange County, California, 92683, United States"
11570,-118.01,33.77,32.0,1771.0,296.0,995.0,272.0,5.8362,217500.0,<1H OCEAN,"Fryberger Elementary School, Hood Drive, Westminster, Orange County, California, 92683, United States"
11571,-118.01,33.76,35.0,2072.0,349.0,1249.0,317.0,3.9855,191900.0,<1H OCEAN,"Westmart Lane, Westminster Center, Westminster, Orange County, California, 92684, United States"
11572,-118.01,33.76,26.0,2141.0,597.0,2038.0,585.0,2.2981,177700.0,<1H OCEAN,"Westmart Lane, Westminster Center, Westminster, Orange County, California, 92684, United States"
11573,-118.0,33.77,24.0,1324.0,267.0,687.0,264.0,3.4327,192800.0,<1H OCEAN,"13232, Iowa Street, Westminster, Orange County, California, 92683, United States"
11574,-118.0,33.76,29.0,1982.0,503.0,1426.0,502.0,3.0263,194200.0,<1H OCEAN,"13911, Iowa Street, Westminster, Orange County, California, 92683, United States"
11575,-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,211700.0,<1H OCEAN,"13232, Iowa Street, Westminster, Orange County, California, 92683, United States"
11576,-118.0,33.76,14.0,1120.0,319.0,982.0,307.0,2.9083,179200.0,<1H OCEAN,"13911, Iowa Street, Westminster, Orange County, California, 92683, United States"
11577,-118.0,33.76,12.0,1250.0,331.0,1047.0,334.0,3.0625,208800.0,<1H OCEAN,"13911, Iowa Street, Westminster, Orange County, California, 92683, United States"
11578,-118.03,33.77,21.0,3803.0,898.0,1511.0,829.0,3.0,221200.0,<1H OCEAN,"13272, Lee Drive, Westminster, Orange County, California, 92683, United States"
11579,-118.02,33.77,7.0,586.0,118.0,232.0,107.0,5.2077,181300.0,<1H OCEAN,"6311, Kiowa Road, Westminster, Orange County, California, 92683, United States"
11580,-118.03,33.77,27.0,2000.0,310.0,880.0,294.0,5.635,218900.0,<1H OCEAN,"13272, Lee Drive, Westminster, Orange County, California, 92683, United States"
11581,-118.03,33.77,24.0,3810.0,579.0,1818.0,590.0,5.8053,255900.0,<1H OCEAN,"13272, Lee Drive, Westminster, Orange County, California, 92683, United States"
11582,-118.03,33.76,32.0,2980.0,494.0,1370.0,481.0,5.0866,223500.0,<1H OCEAN,"5711, Hamlet Way, Westminster, Orange County, California, 92683, United States"
11583,-118.04,33.76,25.0,4061.0,545.0,1623.0,527.0,7.1572,294900.0,<1H OCEAN,"5141, Hartford Way, Westminster, Orange County, California, 92683, United States"
11584,-118.03,33.79,26.0,5321.0,889.0,2932.0,896.0,5.8914,237600.0,<1H OCEAN,"Brees' Meats, 11877, Valley View Street, Garden Grove, Orange County, California, 92845, United States"
11585,-118.03,33.79,32.0,3191.0,634.0,1718.0,611.0,4.1548,216600.0,<1H OCEAN,"Brees' Meats, 11877, Valley View Street, Garden Grove, Orange County, California, 92845, United States"
11586,-118.01,33.79,30.0,2460.0,403.0,1277.0,395.0,5.4372,223200.0,<1H OCEAN,"Chapman Adult Education Center, 11852, Knott Street, Garden Grove, Orange County, California, 90680, United States"
11587,-118.02,33.78,28.0,3375.0,559.0,1754.0,554.0,5.5446,228900.0,<1H OCEAN,"Barker Elementary School, 12565, Springdale Street, Garden Grove, Orange County, California, 92649, United States"
11588,-118.01,33.78,19.0,2648.0,478.0,1160.0,452.0,5.9357,207400.0,<1H OCEAN,"Air Industries Corporation, 12570, Knott Street, Garden Grove, Orange County, California, 92841, United States"
11589,-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,257500.0,<1H OCEAN,"12612, Adams Street, Garden Grove, Orange County, California, 92845, United States"
11590,-118.01,33.78,26.0,2343.0,377.0,1166.0,373.0,6.0,233100.0,<1H OCEAN,"Air Industries Corporation, 12570, Knott Street, Garden Grove, Orange County, California, 92841, United States"
11591,-118.03,33.78,25.0,3554.0,528.0,1600.0,537.0,6.6453,270100.0,<1H OCEAN,"12612, Adams Street, Garden Grove, Orange County, California, 92845, United States"
11592,-118.04,33.78,26.0,3642.0,557.0,1623.0,569.0,5.8426,259400.0,<1H OCEAN,"12571, Casper Street, Garden Grove, Orange County, California, 92845, United States"
11593,-118.04,33.78,25.0,3715.0,575.0,1640.0,572.0,5.7705,247100.0,<1H OCEAN,"12571, Casper Street, Garden Grove, Orange County, California, 92845, United States"
11594,-118.08,33.8,29.0,3675.0,613.0,1457.0,591.0,6.0553,369400.0,<1H OCEAN,"11272, Wembley Road, Orange County, California, 90720, United States"
11595,-118.07,33.8,34.0,3486.0,507.0,1311.0,503.0,7.1221,384500.0,<1H OCEAN,"3611, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11596,-118.08,33.79,34.0,2840.0,395.0,1127.0,396.0,7.6144,376200.0,<1H OCEAN,"3111, Bostonian Drive, Rossmoor, Orange County, California, 90720, United States"
11597,-118.09,33.78,26.0,2146.0,298.0,852.0,296.0,6.6137,342700.0,<1H OCEAN,"San Diego Freeway, Seal Beach, Orange County, California, 90840, United States"
11598,-118.07,33.79,34.0,2473.0,383.0,967.0,353.0,5.8283,362400.0,<1H OCEAN,"11902, Pine Street, Los Alamitos, Orange County, California, 90720, United States"
11599,-118.09,33.79,31.0,4231.0,617.0,1694.0,623.0,6.6312,360100.0,<1H OCEAN,"San Gabriel River Freeway, Los Alamitos, Orange County, California, 90720, United States"
11600,-118.08,33.78,34.0,2287.0,347.0,1051.0,346.0,5.5767,372000.0,<1H OCEAN,"3072, Walker Lee Drive, Rossmoor, Orange County, California, 90720, United States"
11601,-118.08,33.78,30.0,2879.0,403.0,1109.0,414.0,6.9324,364700.0,<1H OCEAN,"3072, Walker Lee Drive, Rossmoor, Orange County, California, 90720, United States"
11602,-118.08,33.78,25.0,5321.0,967.0,1969.0,903.0,5.0102,340100.0,<1H OCEAN,"3072, Walker Lee Drive, Rossmoor, Orange County, California, 90720, United States"
11603,-118.02,33.79,23.0,6368.0,1030.0,3281.0,1001.0,6.1142,240400.0,<1H OCEAN,"6472, Santa Monica Avenue, Garden Grove, Orange County, California, 92845, United States"
11604,-118.01,33.79,23.0,2663.0,430.0,1499.0,403.0,5.7837,258000.0,<1H OCEAN,"Chapman Adult Education Center, 11852, Knott Street, Garden Grove, Orange County, California, 90680, United States"
11605,-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875,193800.0,<1H OCEAN,"11181, Holder Street, Cypress, Orange County, California, 90630, United States"
11606,-118.02,33.8,16.0,2956.0,393.0,1379.0,429.0,8.4952,359600.0,<1H OCEAN,"11181, Holder Street, Cypress, Orange County, California, 90630, United States"
11607,-118.01,33.8,16.0,4021.0,701.0,1488.0,650.0,5.32,219500.0,<1H OCEAN,"11210, Austin Way, Stanton, Orange County, California, 90680, United States"
11608,-118.05,33.78,18.0,3414.0,434.0,1272.0,454.0,8.7015,390900.0,<1H OCEAN,"4597, Hazelnut Avenue, Seal Beach, Orange County, California, 90740, United States"
11609,-118.05,33.78,25.0,3112.0,435.0,1098.0,401.0,6.0,353500.0,<1H OCEAN,"4597, Hazelnut Avenue, Seal Beach, Orange County, California, 90740, United States"
11610,-118.05,33.78,25.0,2356.0,330.0,937.0,326.0,6.6264,359100.0,<1H OCEAN,"4597, Hazelnut Avenue, Seal Beach, Orange County, California, 90740, United States"
11611,-118.06,33.78,22.0,4048.0,562.0,1637.0,541.0,7.3463,355600.0,<1H OCEAN,"Old Ranch Country Club, 3901, Lampson Avenue, Seal Beach, Orange County, California, 90740, United States"
11612,-118.04,33.8,33.0,2685.0,466.0,1359.0,476.0,5.0261,245100.0,<1H OCEAN,"The Navy Golf Course Seal Beach, 5660, Orangewood Avenue, Cypress, Orange County, California, 90630, United States"
11613,-118.06,33.8,21.0,2196.0,504.0,1215.0,477.0,4.8,196900.0,<1H OCEAN,"4187, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11614,-118.07,33.79,26.0,4422.0,624.0,1936.0,625.0,6.4288,320700.0,<1H OCEAN,"11902, Pine Street, Los Alamitos, Orange County, California, 90720, United States"
11615,-118.06,33.8,22.0,1892.0,442.0,1015.0,404.0,4.1379,212500.0,<1H OCEAN,"4187, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11616,-118.06,33.8,20.0,1379.0,333.0,937.0,304.0,3.6217,195300.0,<1H OCEAN,"4187, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11617,-118.07,33.8,17.0,2439.0,554.0,1161.0,532.0,3.6442,193100.0,<1H OCEAN,"3611, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11618,-118.05,33.79,19.0,1863.0,355.0,1260.0,317.0,3.2465,277400.0,<1H OCEAN,"Joint Forces Training Base - Los Alamitos, Emergency Access, Los Alamitos, Orange County, California, 90720, United States"
11619,-118.04,33.84,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,256000.0,<1H OCEAN,"John F Kennedy High School, Crescent Avenue, Cypress, Orange County, California, 90620, United States"
11620,-118.05,33.84,21.0,4890.0,653.0,2295.0,654.0,6.983,329700.0,<1H OCEAN,"4830, Embassy Circle, La Palma, Orange County, California, 90623, United States"
11621,-118.04,33.83,19.0,4526.0,830.0,2318.0,748.0,4.6681,320700.0,<1H OCEAN,"5312, Bishop Street, Cypress, Orange County, California, 90630, United States"
11622,-118.04,33.82,26.0,4105.0,637.0,2072.0,648.0,5.844,273900.0,<1H OCEAN,"9784, Saint John Circle, Cypress, Orange County, California, 90630, United States"
11623,-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,201900.0,<1H OCEAN,"5312, Bishop Street, Cypress, Orange County, California, 90630, United States"
11624,-118.05,33.82,25.0,1548.0,279.0,732.0,265.0,5.123,159600.0,<1H OCEAN,"4743, Corsica Drive, Cypress, Orange County, California, 90630, United States"
11625,-118.06,33.82,25.0,2637.0,462.0,965.0,415.0,4.5833,190900.0,<1H OCEAN,"9838, Via Sonoma, Cypress, Orange County, California, 90630, United States"
11626,-118.06,33.81,25.0,3497.0,513.0,1839.0,544.0,5.4216,263000.0,<1H OCEAN,"4142, Cerritos Avenue, Los Alamitos, Orange County, California, 90720, United States"
11627,-118.07,33.81,22.0,2711.0,352.0,1305.0,368.0,8.5407,398800.0,<1H OCEAN,"Cerritos Avenue, Los Alamitos, Orange County, California, 90702, United States"
11628,-118.07,33.8,22.0,1391.0,338.0,810.0,295.0,3.8792,218200.0,<1H OCEAN,"3611, Farquhar Avenue, Los Alamitos, Orange County, California, 90720, United States"
11629,-118.08,33.81,21.0,1189.0,281.0,577.0,264.0,3.3155,237500.0,<1H OCEAN,"2993, Claremore Lane, Long Beach, Los Angeles County, California, 90815, United States"
11630,-118.03,33.82,17.0,1851.0,346.0,770.0,310.0,5.6093,244400.0,<1H OCEAN,"Cypress High School, Montecito Drive, Cypress, Orange County, California, 90630, United States"
11631,-118.03,33.82,17.0,2178.0,477.0,1077.0,457.0,3.6815,245300.0,<1H OCEAN,"Cypress High School, Montecito Drive, Cypress, Orange County, California, 90630, United States"
11632,-118.03,33.82,20.0,2662.0,464.0,1275.0,472.0,6.0162,318500.0,<1H OCEAN,"Cypress High School, Montecito Drive, Cypress, Orange County, California, 90630, United States"
11633,-118.02,33.82,19.0,2485.0,437.0,1286.0,431.0,4.7466,258300.0,<1H OCEAN,"9809, Holder Street, Cypress, Orange County, California, 90630, United States"
11634,-118.02,33.83,16.0,1139.0,328.0,665.0,290.0,3.2933,260000.0,<1H OCEAN,"Lot 6, Holder Street, Cypress, Orange County, California, 90620, United States"
11635,-118.03,33.83,34.0,3203.0,653.0,2072.0,691.0,4.225,198400.0,<1H OCEAN,"5951, Lakeshore Drive, Cypress, Orange County, California, 90630, United States"
11636,-118.03,33.83,25.0,3030.0,532.0,1668.0,509.0,4.625,229600.0,<1H OCEAN,"5951, Lakeshore Drive, Cypress, Orange County, California, 90630, United States"
11637,-118.03,33.83,25.0,768.0,195.0,529.0,184.0,3.175,132800.0,<1H OCEAN,"5951, Lakeshore Drive, Cypress, Orange County, California, 90630, United States"
11638,-118.06,33.83,22.0,5290.0,1054.0,2812.0,1021.0,4.53,226400.0,<1H OCEAN,"9080, Bloomfield Avenue, Cypress, Orange County, California, 90630, United States"
11639,-118.05,33.83,24.0,4316.0,678.0,2286.0,665.0,5.7018,286700.0,<1H OCEAN,"9074, Candlestick Lane, Cypress, Orange County, California, 90630, United States"
11640,-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,343900.0,<1H OCEAN,"9080, Bloomfield Avenue, Cypress, Orange County, California, 90630, United States"
11641,-118.05,33.82,21.0,2997.0,372.0,1323.0,372.0,8.6123,386700.0,<1H OCEAN,"4743, Corsica Drive, Cypress, Orange County, California, 90630, United States"
11642,-118.06,33.83,17.0,1973.0,516.0,1112.0,501.0,3.8512,163800.0,<1H OCEAN,"9080, Bloomfield Avenue, Cypress, Orange County, California, 90630, United States"
11643,-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,213400.0,<1H OCEAN,"9838, Via Sonoma, Cypress, Orange County, California, 90630, United States"
11644,-118.04,33.81,22.0,4057.0,624.0,2204.0,643.0,5.8527,241000.0,<1H OCEAN,"5100, Cerritos Avenue, Cypress, Orange County, California, 90720, United States"
11645,-118.04,33.81,27.0,2990.0,515.0,1849.0,497.0,5.6846,216100.0,<1H OCEAN,"5100, Cerritos Avenue, Cypress, Orange County, California, 90720, United States"
11646,-118.05,33.81,26.0,2523.0,437.0,1377.0,450.0,5.2542,234600.0,<1H OCEAN,"Los Alamitos Race Course, Lexington Drive, Cypress, Orange County, California, 90702, United States"
11647,-118.03,33.81,26.0,3635.0,567.0,1779.0,543.0,5.7089,237400.0,<1H OCEAN,"5959, Cerritos Avenue, Cypress, Orange County, California, 90630, United States"
11648,-118.03,33.86,19.0,1795.0,328.0,1014.0,322.0,4.535,289300.0,<1H OCEAN,"1, Centerpointe Drive, La Palma, Orange County, California, 90623, United States"
11649,-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,279200.0,<1H OCEAN,"5341, Polis Drive, La Palma, Orange County, California, 90623, United States"
11650,-118.04,33.85,23.0,3132.0,469.0,1646.0,478.0,5.777,315900.0,<1H OCEAN,"5341, Polis Drive, La Palma, Orange County, California, 90623, United States"
11651,-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,313100.0,<1H OCEAN,"4761, Sharon Drive, La Palma, Orange County, California, 90623, United States"
11652,-118.04,33.85,18.0,3628.0,546.0,1922.0,544.0,7.5057,328500.0,<1H OCEAN,"5341, Polis Drive, La Palma, Orange County, California, 90623, United States"
11653,-118.03,33.85,16.0,1831.0,390.0,1347.0,389.0,3.8426,344400.0,<1H OCEAN,"5904, Thelma Avenue, La Palma, Orange County, California, 90623, United States"
11654,-118.01,33.83,29.0,3963.0,772.0,2104.0,743.0,4.9803,208600.0,<1H OCEAN,"3475, West del Monte Drive, Anaheim, Orange County, California, 92804, United States"
11655,-118.01,33.84,29.0,3740.0,691.0,1724.0,638.0,3.9628,215600.0,<1H OCEAN,"7035, Santa Anita Circle, Buena Park, Orange County, California, 90620, United States"
11656,-118.03,33.84,28.0,3857.0,857.0,2328.0,830.0,4.0156,196000.0,<1H OCEAN,"5917, Los Amigos Street, Buena Park, Orange County, California, 90620, United States"
11657,-118.02,33.83,26.0,3616.0,892.0,2257.0,821.0,3.1497,217600.0,<1H OCEAN,"Lot 6, Holder Street, Cypress, Orange County, California, 90620, United States"
11658,-118.02,33.82,21.0,2052.0,456.0,1173.0,432.0,3.7885,204500.0,<1H OCEAN,"9809, Holder Street, Cypress, Orange County, California, 90630, United States"
11659,-118.01,33.82,10.0,3897.0,893.0,1992.0,693.0,4.1591,192300.0,<1H OCEAN,"828, Rome Place, Anaheim, Orange County, California, 92804, United States"
11660,-118.01,33.81,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,190100.0,<1H OCEAN,"7044, Cerritos Avenue, Stanton, Orange County, California, 90680, United States"
11661,-118.02,33.81,34.0,3482.0,614.0,2227.0,641.0,5.1155,200900.0,<1H OCEAN,"Buena Park, Orange County, California, 90630, United States"
11662,-118.02,33.86,26.0,2342.0,383.0,1290.0,394.0,5.6677,220700.0,<1H OCEAN,"6950, Aragon Circle, Buena Park, Orange County, California, 90620, United States"
11663,-118.02,33.85,31.0,1922.0,329.0,1030.0,353.0,5.3416,213000.0,<1H OCEAN,"7761, Holder Street, Buena Park, Orange County, California, 90620, United States"
11664,-118.03,33.85,30.0,2320.0,448.0,1434.0,452.0,4.0865,203700.0,<1H OCEAN,"5904, Thelma Avenue, La Palma, Orange County, California, 90623, United States"
11665,-118.03,33.85,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,224100.0,<1H OCEAN,"5904, Thelma Avenue, La Palma, Orange County, California, 90623, United States"
11666,-118.01,33.85,29.0,2064.0,447.0,1265.0,400.0,3.8864,209300.0,<1H OCEAN,"El Coco Way, Buena Park, Orange County, California, 90620, United States"
11667,-118.01,33.85,29.0,3061.0,612.0,2396.0,640.0,4.6326,195200.0,<1H OCEAN,"El Coco Way, Buena Park, Orange County, California, 90620, United States"
11668,-118.0,33.85,34.0,1078.0,205.0,575.0,206.0,4.5083,188000.0,<1H OCEAN,"7575, El Escorial Way, Buena Park, Orange County, California, 90620, United States"
11669,-118.01,33.86,29.0,2307.0,452.0,1218.0,402.0,3.4306,194200.0,<1H OCEAN,"6940, Knott Avenue, Buena Park, Orange County, California, 90621, United States"
11670,-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,202100.0,<1H OCEAN,"7035, Santa Anita Circle, Buena Park, Orange County, California, 90620, United States"
11671,-118.01,33.84,35.0,4166.0,713.0,2354.0,709.0,5.1775,213400.0,<1H OCEAN,"7035, Santa Anita Circle, Buena Park, Orange County, California, 90620, United States"
11672,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,214100.0,<1H OCEAN,"8461, Holder Street, Buena Park, Orange County, California, 90620, United States"
11673,-118.03,33.84,30.0,4781.0,831.0,2568.0,797.0,5.4746,226400.0,<1H OCEAN,"5917, Los Amigos Street, Buena Park, Orange County, California, 90620, United States"
11674,-117.99,33.86,36.0,1138.0,228.0,725.0,219.0,3.4167,187200.0,<1H OCEAN,"Indiana Street, Almond, Buena Park, Orange County, California, 90621, United States"
11675,-117.99,33.85,34.0,1948.0,306.0,957.0,304.0,4.9777,212600.0,<1H OCEAN,"Glen H Dysinger Senior Elementary School, Periwinkle Drive, Buena Park, Orange County, California, 90620, United States"
11676,-118.0,33.85,33.0,2053.0,418.0,1154.0,405.0,4.0455,197200.0,<1H OCEAN,"7575, El Escorial Way, Buena Park, Orange County, California, 90620, United States"
11677,-118.0,33.86,32.0,1162.0,196.0,563.0,178.0,3.875,203000.0,<1H OCEAN,"7681, Orangethorpe Avenue, Buena Park, Orange County, California, 90621, United States"
11678,-117.99,33.85,35.0,1661.0,272.0,949.0,276.0,5.2548,192600.0,<1H OCEAN,"Glen H Dysinger Senior Elementary School, Periwinkle Drive, Buena Park, Orange County, California, 90620, United States"
11679,-117.99,33.84,34.0,2079.0,343.0,1379.0,352.0,5.103,207000.0,<1H OCEAN,"8221, Lime Circle, Buena Park, Orange County, California, 90620, United States"
11680,-118.0,33.84,30.0,1549.0,325.0,885.0,299.0,4.0039,195100.0,<1H OCEAN,"Knott's South Parking Lot, Crescent Avenue, Buena Park, Orange County, California, 90620, United States"
11681,-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,165100.0,<1H OCEAN,"Knott's South Parking Lot, Crescent Avenue, Buena Park, Orange County, California, 90620, United States"
11682,-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0,<1H OCEAN,"7050, Village Drive, Buena Park, Orange County, California, 90621, United States"
11683,-117.99,33.86,20.0,3540.0,906.0,2898.0,876.0,3.0252,178000.0,<1H OCEAN,"Indiana Street, Almond, Buena Park, Orange County, California, 90621, United States"
11684,-118.0,33.88,28.0,1624.0,289.0,755.0,280.0,4.7083,268100.0,<1H OCEAN,"5561, Fullerton Avenue, Buena Park, Orange County, California, 90621, United States"
11685,-118.01,33.88,19.0,1434.0,391.0,1088.0,341.0,3.369,269600.0,<1H OCEAN,"5591, Dolly Avenue, Buena Park, Orange County, California, 90621, United States"
11686,-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0,<1H OCEAN,"8237, Henshaw Circle, Buena Park, Orange County, California, 90621, United States"
11687,-117.99,33.88,42.0,1461.0,302.0,986.0,314.0,3.9559,161100.0,<1H OCEAN,"8237, Henshaw Circle, Buena Park, Orange County, California, 90621, United States"
11688,-118.0,33.88,18.0,2628.0,720.0,2276.0,649.0,2.735,170800.0,<1H OCEAN,"5561, Fullerton Avenue, Buena Park, Orange County, California, 90621, United States"
11689,-117.99,33.87,16.0,1689.0,499.0,1260.0,453.0,3.1205,174000.0,<1H OCEAN,"Commonwealth-Indiana, Commonwealth Avenue, Buena Park, Orange County, California, 90621, United States"
11690,-118.0,33.87,13.0,2086.0,544.0,1356.0,462.0,2.95,165600.0,<1H OCEAN,"7652, 5th Street, Buena Park, Orange County, California, 90621, United States"
11691,-117.99,33.87,17.0,2334.0,537.0,1662.0,535.0,3.0147,217000.0,<1H OCEAN,"Commonwealth-Indiana, Commonwealth Avenue, Buena Park, Orange County, California, 90621, United States"
11692,-117.99,33.87,34.0,1239.0,307.0,869.0,291.0,3.59,161900.0,<1H OCEAN,"Commonwealth-Indiana, Commonwealth Avenue, Buena Park, Orange County, California, 90621, United States"
11693,-117.99,33.86,20.0,2303.0,612.0,1607.0,564.0,2.9,176100.0,<1H OCEAN,"Indiana Street, Almond, Buena Park, Orange County, California, 90621, United States"
11694,-117.98,33.89,18.0,2939.0,437.0,1278.0,435.0,7.1425,393700.0,<1H OCEAN,"Los Coyotes Country Club, 8888, Los Coyotes Drive, Buena Park, Orange County, California, 90621, United States"
11695,-117.99,33.88,25.0,3401.0,509.0,1503.0,498.0,6.6704,240600.0,<1H OCEAN,"8237, Henshaw Circle, Buena Park, Orange County, California, 90621, United States"
